[2023-08-15 12:27:02][__main__.py][L41][INFO]dataset:
  name: fc_bnt
  batch_size: 16
  train_set: 0.9
  test_set: 0.1
  fc_path: /mnt/ssd1/mehul_data/research/fc_bnt_data.npy
  node_sz: 200
  node_feature_sz: 200
  num_classes: 2
  perc_edges: 100
model:
  name: GCN
  num_layers: 2
  hidden_size: 64
  dropout: 0.5
  readout: mean
optimizer:
- name: Adam
  lr: 0.0001
  match_rule: None
  except_rule: None
  no_weight_decay: false
  weight_decay: 0.0001
  lr_scheduler:
    mode: poly
    base_lr: 0.0001
    target_lr: 1.0e-05
    decay_factor: 0.1
    milestones:
    - 0.3
    - 0.6
    - 0.9
    poly_power: 2.0
    lr_decay: 0.98
    warm_up_from: 0.0
    warm_up_steps: 0
training:
  name: Train
  epochs: 100
  l2: 0.0
log_path: result
repeat_time: 5
device: cuda:0
is_wandb: true
project: asd-graph
steps_per_epoch: 57.0
total_steps: 5700.0
[2023-08-15 12:27:02][__init__.py][L15][INFO]cfg.dataset.name: fc_bnt
GCN(
  (convs): ModuleList(
    (0): GCNConv(200, 64)
    (1): GCNConv(64, 64)
  )
  (lincomb): Linear(in_features=12800, out_features=64, bias=True)
  (lin): Linear(in_features=64, out_features=1, bias=True)
)
[2023-08-15 12:27:04][optimizer.py][L66][INFO]Parameters [normal] length [8]
[2023-08-15 12:27:04][__init__.py][L25][INFO]Training: Train
[2023-08-15 12:27:04][Train.py][L35][INFO]#model params: 836353
Starting training...
[2023-08-15 12:27:05][Train.py][L153][INFO]Epoch[1/100] | Train Loss: 0.695 | Train Accuracy: 49.009% | Test Loss: 0.696 | Test Accuracy: 48.515% | Best Test Accuracy: 48.515% | Test AUC:0.5334 | Test Sen:1.0000 | Test Spe:0.0000 | Test F1:0.4851 | Test Recall:0.4851 | Test Precision:0.4851 | LR:0.0000982
[2023-08-15 12:27:06][Train.py][L153][INFO]Epoch[2/100] | Train Loss: 0.692 | Train Accuracy: 51.982% | Test Loss: 0.695 | Test Accuracy: 48.515% | Best Test Accuracy: 48.515% | Test AUC:0.5648 | Test Sen:0.9796 | Test Spe:0.0192 | Test F1:0.4851 | Test Recall:0.4851 | Test Precision:0.4851 | LR:0.0000964
[2023-08-15 12:27:06][Train.py][L153][INFO]Epoch[3/100] | Train Loss: 0.690 | Train Accuracy: 53.304% | Test Loss: 0.694 | Test Accuracy: 49.505% | Best Test Accuracy: 49.505% | Test AUC:0.5805 | Test Sen:0.9796 | Test Spe:0.0385 | Test F1:0.4950 | Test Recall:0.4950 | Test Precision:0.4950 | LR:0.0000947
[2023-08-15 12:27:07][Train.py][L153][INFO]Epoch[4/100] | Train Loss: 0.689 | Train Accuracy: 53.194% | Test Loss: 0.693 | Test Accuracy: 51.485% | Best Test Accuracy: 51.485% | Test AUC:0.5867 | Test Sen:0.9796 | Test Spe:0.0769 | Test F1:0.5149 | Test Recall:0.5149 | Test Precision:0.5149 | LR:0.0000929
[2023-08-15 12:27:08][Train.py][L153][INFO]Epoch[5/100] | Train Loss: 0.686 | Train Accuracy: 53.304% | Test Loss: 0.691 | Test Accuracy: 57.426% | Best Test Accuracy: 57.426% | Test AUC:0.5871 | Test Sen:0.6939 | Test Spe:0.4615 | Test F1:0.5743 | Test Recall:0.5743 | Test Precision:0.5743 | LR:0.0000912
[2023-08-15 12:27:08][Train.py][L153][INFO]Epoch[6/100] | Train Loss: 0.681 | Train Accuracy: 61.013% | Test Loss: 0.691 | Test Accuracy: 51.485% | Best Test Accuracy: 57.426% | Test AUC:0.5859 | Test Sen:0.9388 | Test Spe:0.1154 | Test F1:0.5149 | Test Recall:0.5149 | Test Precision:0.5149 | LR:0.0000895
[2023-08-15 12:27:09][Train.py][L153][INFO]Epoch[7/100] | Train Loss: 0.676 | Train Accuracy: 59.912% | Test Loss: 0.688 | Test Accuracy: 55.446% | Best Test Accuracy: 57.426% | Test AUC:0.5879 | Test Sen:0.6939 | Test Spe:0.4231 | Test F1:0.5545 | Test Recall:0.5545 | Test Precision:0.5545 | LR:0.0000878
[2023-08-15 12:27:10][Train.py][L153][INFO]Epoch[8/100] | Train Loss: 0.669 | Train Accuracy: 60.573% | Test Loss: 0.686 | Test Accuracy: 54.455% | Best Test Accuracy: 57.426% | Test AUC:0.5848 | Test Sen:0.5102 | Test Spe:0.5769 | Test F1:0.5446 | Test Recall:0.5446 | Test Precision:0.5446 | LR:0.0000862
[2023-08-15 12:27:11][Train.py][L153][INFO]Epoch[9/100] | Train Loss: 0.663 | Train Accuracy: 62.004% | Test Loss: 0.685 | Test Accuracy: 55.446% | Best Test Accuracy: 57.426% | Test AUC:0.5879 | Test Sen:0.6531 | Test Spe:0.4615 | Test F1:0.5545 | Test Recall:0.5545 | Test Precision:0.5545 | LR:0.0000845
[2023-08-15 12:27:11][Train.py][L153][INFO]Epoch[10/100] | Train Loss: 0.652 | Train Accuracy: 63.216% | Test Loss: 0.683 | Test Accuracy: 56.436% | Best Test Accuracy: 57.426% | Test AUC:0.5789 | Test Sen:0.3265 | Test Spe:0.7885 | Test F1:0.5644 | Test Recall:0.5644 | Test Precision:0.5644 | LR:0.0000829
[2023-08-15 12:27:12][Train.py][L153][INFO]Epoch[11/100] | Train Loss: 0.644 | Train Accuracy: 65.859% | Test Loss: 0.684 | Test Accuracy: 56.436% | Best Test Accuracy: 57.426% | Test AUC:0.5832 | Test Sen:0.6327 | Test Spe:0.5000 | Test F1:0.5644 | Test Recall:0.5644 | Test Precision:0.5644 | LR:0.0000813
